,3P,3PA,3PPct,AST,BLK,Date,FG,FGA,FGPct,FT,FTA,FTPct,ORB,Opp,Opp3P,Opp3PA,Opp3PPct,OppAST,OppBLK,OppFG,OppFGA,OppFGPct,OppFT,OppFTA,OppFTPct,OppORB,OppPF,OppPts,OppSTL,OppTOV,OppTRB,PF,Result,STL,Season,TOV,TRB,Team,TmPts,loc,OppLC
110774,6.0,23.0,0.261,9.0,1.0,2020-02-29,23.0,57.0,0.40399999999999997,25.0,35.0,0.7140000000000001,14.0,Coastal Carolina,11.0,25.0,0.44,19.0,1.0,30.0,58.0,0.517,13.0,18.0,0.722,11.0,26.0,84.0,10.0,19.0,33.0,18.0,L,6.0,2020,15.0,35.0,appalachian-state,77.0,,coastal-carolina
110775,4.0,16.0,0.25,8.0,3.0,2020-03-03,21.0,48.0,0.43799999999999994,15.0,22.0,0.682,4.0,Louisiana-Monroe,3.0,18.0,0.16699999999999998,11.0,2.0,22.0,61.0,0.361,10.0,12.0,0.833,14.0,16.0,57.0,5.0,13.0,41.0,14.0,W,7.0,2020,12.0,27.0,appalachian-state,61.0,@,louisiana-monroe
110776,4.0,20.0,0.2,15.0,1.0,2020-03-09,22.0,53.0,0.415,22.0,38.0,0.579,10.0,Coastal Carolina,6.0,17.0,0.353,10.0,5.0,27.0,57.0,0.474,5.0,7.0,0.7140000000000001,6.0,28.0,65.0,8.0,15.0,33.0,11.0,W,9.0,2020,11.0,29.0,appalachian-state,70.0,,coastal-carolina
110777,3.0,15.0,0.2,6.0,2.0,2020-03-11,20.0,46.0,0.435,25.0,35.0,0.7140000000000001,7.0,Texas State,4.0,12.0,0.33299999999999996,20.0,0.0,34.0,57.0,0.596,13.0,16.0,0.813,5.0,24.0,85.0,9.0,13.0,29.0,18.0,L,7.0,2020,18.0,23.0,appalachian-state,68.0,@,texas-state
110778,12.0,27.0,0.444,16.0,5.0,2019-11-05,24.0,52.0,0.462,7.0,9.0,0.778,5.0,Saint Louis,11.0,27.0,0.40700000000000003,16.0,5.0,34.0,71.0,0.479,10.0,18.0,0.556,16.0,16.0,89.0,10.0,9.0,36.0,16.0,L,4.0,2020,18.0,23.0,florida-gulf-coast,67.0,@,saint-louis
110779,5.0,24.0,0.20800000000000002,10.0,3.0,2019-11-09,16.0,53.0,0.302,24.0,37.0,0.649,13.0,UMBC,6.0,21.0,0.28600000000000003,5.0,1.0,19.0,55.0,0.345,21.0,37.0,0.568,14.0,28.0,65.0,3.0,10.0,41.0,26.0,L,4.0,2020,13.0,42.0,florida-gulf-coast,61.0,,maryland-baltimore-county
110780,7.0,26.0,0.26899999999999996,12.0,2.0,2019-11-11,17.0,50.0,0.34,8.0,12.0,0.667,4.0,Dartmouth,8.0,28.0,0.28600000000000003,14.0,4.0,20.0,57.0,0.35100000000000003,7.0,13.0,0.5379999999999999,9.0,14.0,55.0,6.0,12.0,37.0,16.0,L,5.0,2020,14.0,33.0,florida-gulf-coast,49.0,@,dartmouth
110781,7.0,21.0,0.33299999999999996,13.0,4.0,2019-11-15,22.0,57.0,0.386,17.0,22.0,0.773,9.0,Mercer,6.0,15.0,0.4,15.0,3.0,32.0,60.0,0.5329999999999999,14.0,15.0,0.9329999999999999,7.0,19.0,84.0,9.0,17.0,35.0,16.0,L,10.0,2020,21.0,25.0,florida-gulf-coast,68.0,@,mercer
110782,6.0,19.0,0.316,12.0,4.0,2019-11-20,30.0,64.0,0.469,6.0,10.0,0.6,9.0,Florida Atlantic,5.0,16.0,0.313,9.0,2.0,23.0,52.0,0.442,19.0,30.0,0.633,8.0,17.0,70.0,9.0,21.0,31.0,25.0,W (1 OT),14.0,2020,20.0,30.0,florida-gulf-coast,72.0,,florida-atlantic
110783,7.0,17.0,0.41200000000000003,14.0,7.0,2019-11-23,19.0,50.0,0.38,3.0,4.0,0.75,7.0,VCU,9.0,30.0,0.3,16.0,8.0,28.0,76.0,0.368,13.0,16.0,0.813,17.0,9.0,78.0,15.0,8.0,40.0,8.0,L,5.0,2020,20.0,35.0,florida-gulf-coast,48.0,@,virginia-commonwealth
110785,6.0,19.0,0.316,11.0,3.0,2019-11-29,21.0,53.0,0.396,15.0,19.0,0.789,6.0,North Dakota,7.0,19.0,0.368,17.0,4.0,28.0,57.0,0.491,15.0,17.0,0.882,10.0,18.0,78.0,4.0,17.0,36.0,17.0,L,11.0,2020,13.0,23.0,florida-gulf-coast,63.0,,north-dakota
110786,3.0,25.0,0.12,5.0,2.0,2019-11-30,12.0,55.0,0.218,19.0,22.0,0.8640000000000001,12.0,Campbell,6.0,18.0,0.33299999999999996,10.0,3.0,18.0,47.0,0.38299999999999995,9.0,11.0,0.818,7.0,16.0,51.0,8.0,15.0,29.0,14.0,L,8.0,2020,16.0,36.0,florida-gulf-coast,46.0,,campbell
110787,8.0,29.0,0.276,12.0,7.0,2019-12-01,21.0,58.0,0.36200000000000004,7.0,11.0,0.636,7.0,Georgia Southern,6.0,23.0,0.261,9.0,3.0,26.0,60.0,0.433,14.0,20.0,0.7,10.0,15.0,72.0,14.0,13.0,36.0,18.0,L,5.0,2020,20.0,28.0,florida-gulf-coast,57.0,,georgia-southern
110788,5.0,33.0,0.152,10.0,5.0,2019-12-04,19.0,68.0,0.27899999999999997,10.0,14.0,0.7140000000000001,18.0,Florida International,12.0,39.0,0.308,19.0,8.0,24.0,66.0,0.364,11.0,19.0,0.579,11.0,15.0,71.0,11.0,14.0,40.0,12.0,L,7.0,2020,23.0,48.0,florida-gulf-coast,53.0,@,florida-international
110789,8.0,35.0,0.22899999999999998,17.0,6.0,2019-12-07,22.0,57.0,0.386,7.0,9.0,0.778,8.0,Robert Morris,8.0,20.0,0.4,12.0,1.0,20.0,52.0,0.385,16.0,23.0,0.696,7.0,14.0,64.0,5.0,12.0,32.0,21.0,L,4.0,2020,11.0,31.0,florida-gulf-coast,59.0,,robert-morris
110790,8.0,26.0,0.308,11.0,5.0,2019-12-18,22.0,56.0,0.39299999999999996,4.0,8.0,0.5,11.0,South Dakota State,8.0,21.0,0.381,17.0,1.0,27.0,55.0,0.491,13.0,16.0,0.813,12.0,7.0,75.0,6.0,14.0,37.0,19.0,L,7.0,2020,13.0,27.0,florida-gulf-coast,56.0,@,south-dakota-state
110792,9.0,28.0,0.321,16.0,0.0,2019-12-29,24.0,59.0,0.40700000000000003,1.0,6.0,0.16699999999999998,10.0,USC,7.0,23.0,0.304,17.0,3.0,24.0,52.0,0.462,16.0,23.0,0.696,9.0,6.0,71.0,11.0,17.0,36.0,17.0,L,14.0,2020,16.0,29.0,florida-gulf-coast,58.0,@,southern-california
110793,5.0,19.0,0.263,10.0,4.0,2020-01-02,16.0,40.0,0.4,9.0,11.0,0.818,5.0,Liberty,5.0,16.0,0.313,15.0,3.0,25.0,47.0,0.532,4.0,9.0,0.444,4.0,12.0,59.0,12.0,8.0,21.0,10.0,L,4.0,2020,17.0,23.0,florida-gulf-coast,46.0,,liberty
110794,9.0,20.0,0.45,14.0,3.0,2020-01-04,26.0,48.0,0.542,7.0,13.0,0.5379999999999999,7.0,Lipscomb,8.0,27.0,0.29600000000000004,13.0,3.0,24.0,63.0,0.381,5.0,10.0,0.5,11.0,13.0,61.0,8.0,13.0,29.0,13.0,W,5.0,2020,19.0,34.0,florida-gulf-coast,68.0,,lipscomb
110795,6.0,14.0,0.429,16.0,3.0,2020-01-09,29.0,62.0,0.46799999999999997,10.0,14.0,0.7140000000000001,10.0,North Florida,16.0,31.0,0.516,17.0,1.0,30.0,60.0,0.5,13.0,18.0,0.722,8.0,14.0,89.0,5.0,9.0,32.0,17.0,L,5.0,2020,11.0,32.0,florida-gulf-coast,74.0,@,north-florida
110796,6.0,19.0,0.316,12.0,3.0,2020-01-11,21.0,48.0,0.43799999999999994,18.0,20.0,0.9,6.0,Stetson,6.0,15.0,0.4,10.0,5.0,25.0,54.0,0.46299999999999997,6.0,10.0,0.6,8.0,18.0,62.0,5.0,13.0,27.0,16.0,W (1 OT),4.0,2020,11.0,28.0,florida-gulf-coast,66.0,@,stetson
110797,5.0,20.0,0.25,15.0,10.0,2020-01-16,29.0,64.0,0.45299999999999996,10.0,19.0,0.526,16.0,Kennesaw State,4.0,21.0,0.19,5.0,2.0,14.0,67.0,0.209,19.0,22.0,0.8640000000000001,13.0,19.0,51.0,13.0,13.0,34.0,17.0,W,5.0,2020,19.0,52.0,florida-gulf-coast,73.0,,kennesaw-state
110798,7.0,20.0,0.35,10.0,1.0,2020-01-18,26.0,55.0,0.473,6.0,11.0,0.545,6.0,North Alabama,7.0,14.0,0.5,11.0,4.0,21.0,40.0,0.525,21.0,25.0,0.84,2.0,15.0,70.0,6.0,18.0,22.0,20.0,L,4.0,2020,18.0,22.0,florida-gulf-coast,65.0,@,north-alabama
110799,7.0,15.0,0.467,11.0,0.0,2020-01-25,21.0,45.0,0.467,5.0,7.0,0.7140000000000001,3.0,NJIT,9.0,25.0,0.36,11.0,2.0,22.0,48.0,0.45799999999999996,3.0,6.0,0.5,7.0,14.0,56.0,3.0,13.0,28.0,9.0,L,6.0,2020,8.0,21.0,florida-gulf-coast,54.0,,njit
110800,10.0,28.0,0.35700000000000004,9.0,4.0,2020-01-30,23.0,59.0,0.39,7.0,9.0,0.778,9.0,Jacksonville,8.0,21.0,0.381,16.0,2.0,23.0,57.0,0.40399999999999997,7.0,13.0,0.5379999999999999,6.0,12.0,61.0,3.0,9.0,32.0,12.0,W,4.0,2020,6.0,34.0,florida-gulf-coast,63.0,@,jacksonville
110801,4.0,19.0,0.21100000000000002,3.0,1.0,2020-02-01,18.0,45.0,0.4,6.0,6.0,1.0,7.0,Liberty,7.0,19.0,0.368,10.0,3.0,25.0,45.0,0.556,4.0,6.0,0.667,2.0,8.0,61.0,11.0,12.0,21.0,10.0,L,7.0,2020,15.0,23.0,florida-gulf-coast,46.0,@,liberty
110802,8.0,26.0,0.308,15.0,6.0,2020-02-06,21.0,50.0,0.42,12.0,19.0,0.632,10.0,Stetson,7.0,16.0,0.43799999999999994,8.0,1.0,22.0,52.0,0.423,14.0,18.0,0.778,9.0,13.0,65.0,4.0,6.0,30.0,15.0,L,2.0,2020,7.0,30.0,florida-gulf-coast,62.0,,stetson
110803,2.0,17.0,0.11800000000000001,15.0,3.0,2020-02-08,27.0,63.0,0.429,4.0,6.0,0.667,12.0,North Florida,10.0,28.0,0.35700000000000004,11.0,3.0,25.0,56.0,0.446,9.0,10.0,0.9,6.0,13.0,69.0,5.0,12.0,30.0,14.0,L,4.0,2020,10.0,34.0,florida-gulf-coast,60.0,,north-florida
110804,9.0,19.0,0.474,13.0,5.0,2020-02-13,28.0,56.0,0.5,5.0,9.0,0.556,12.0,Kennesaw State,5.0,16.0,0.313,13.0,3.0,22.0,50.0,0.44,9.0,15.0,0.6,3.0,12.0,58.0,6.0,10.0,19.0,15.0,W,5.0,2020,12.0,41.0,florida-gulf-coast,70.0,@,kennesaw-state
110805,9.0,26.0,0.34600000000000003,10.0,4.0,2020-02-15,20.0,53.0,0.377,5.0,7.0,0.7140000000000001,8.0,Lipscomb,7.0,21.0,0.33299999999999996,12.0,1.0,20.0,52.0,0.385,17.0,21.0,0.81,6.0,11.0,64.0,10.0,10.0,32.0,15.0,L,2.0,2020,19.0,34.0,florida-gulf-coast,54.0,@,lipscomb
110806,8.0,21.0,0.381,12.0,6.0,2020-02-22,20.0,55.0,0.364,7.0,8.0,0.875,6.0,NJIT,3.0,14.0,0.214,4.0,4.0,14.0,55.0,0.255,8.0,13.0,0.615,7.0,12.0,39.0,4.0,9.0,31.0,16.0,W,5.0,2020,12.0,40.0,florida-gulf-coast,55.0,@,njit
110807,9.0,30.0,0.3,15.0,6.0,2020-02-27,26.0,61.0,0.426,12.0,18.0,0.667,10.0,Jacksonville,5.0,13.0,0.385,6.0,1.0,26.0,58.0,0.44799999999999995,10.0,17.0,0.588,12.0,15.0,67.0,8.0,16.0,38.0,16.0,W,11.0,2020,11.0,32.0,florida-gulf-coast,73.0,,jacksonville
110808,11.0,26.0,0.423,15.0,6.0,2020-02-29,27.0,52.0,0.519,8.0,12.0,0.667,3.0,North Alabama,6.0,17.0,0.353,10.0,2.0,29.0,58.0,0.5,14.0,19.0,0.737,7.0,16.0,78.0,8.0,15.0,27.0,18.0,L (1 OT),9.0,2020,17.0,23.0,florida-gulf-coast,73.0,,north-alabama
110809,6.0,21.0,0.28600000000000003,13.0,10.0,2020-03-03,26.0,61.0,0.426,5.0,8.0,0.625,5.0,Lipscomb,2.0,9.0,0.222,13.0,7.0,29.0,61.0,0.475,8.0,12.0,0.667,9.0,13.0,68.0,6.0,11.0,40.0,15.0,L,4.0,2020,9.0,29.0,florida-gulf-coast,63.0,@,lipscomb
110810,4.0,20.0,0.2,11.0,9.0,2019-11-07,26.0,59.0,0.441,11.0,20.0,0.55,14.0,Robert Morris,7.0,22.0,0.318,11.0,1.0,24.0,64.0,0.375,5.0,8.0,0.625,12.0,16.0,60.0,8.0,14.0,35.0,10.0,W,9.0,2020,16.0,40.0,marshall,67.0,,robert-morris
110811,6.0,23.0,0.261,7.0,9.0,2019-11-10,26.0,61.0,0.426,12.0,16.0,0.75,6.0,Toledo,14.0,25.0,0.56,19.0,3.0,35.0,68.0,0.515,12.0,15.0,0.8,11.0,14.0,96.0,11.0,18.0,40.0,15.0,L,11.0,2020,17.0,27.0,marshall,70.0,,toledo
110812,4.0,22.0,0.182,11.0,5.0,2019-11-15,26.0,65.0,0.4,8.0,13.0,0.615,10.0,Notre Dame,7.0,28.0,0.25,12.0,1.0,24.0,76.0,0.316,19.0,26.0,0.731,21.0,10.0,74.0,9.0,8.0,50.0,17.0,L,3.0,2020,17.0,40.0,marshall,64.0,@,notre-dame
110813,5.0,19.0,0.263,8.0,10.0,2019-11-19,23.0,61.0,0.377,15.0,28.0,0.536,14.0,College of Charleston,3.0,14.0,0.214,8.0,3.0,30.0,62.0,0.484,13.0,22.0,0.591,7.0,20.0,76.0,9.0,13.0,35.0,20.0,L,7.0,2020,18.0,39.0,marshall,66.0,,college-of-charleston
110814,7.0,22.0,0.318,29.0,9.0,2019-11-21,39.0,67.0,0.5820000000000001,6.0,12.0,0.5,10.0,Howard,7.0,23.0,0.304,8.0,1.0,18.0,55.0,0.327,20.0,33.0,0.606,7.0,12.0,63.0,9.0,16.0,26.0,24.0,W,11.0,2020,17.0,39.0,marshall,91.0,,howard
110815,7.0,25.0,0.28,12.0,5.0,2019-11-29,25.0,62.0,0.40299999999999997,10.0,16.0,0.625,5.0,Florida,4.0,18.0,0.222,4.0,5.0,26.0,58.0,0.44799999999999995,17.0,24.0,0.708,7.0,12.0,73.0,7.0,13.0,37.0,20.0,L,10.0,2020,11.0,28.0,marshall,67.0,@,florida
110816,5.0,17.0,0.294,12.0,4.0,2019-12-04,28.0,61.0,0.45899999999999996,12.0,16.0,0.75,4.0,Akron,11.0,22.0,0.5,15.0,3.0,28.0,60.0,0.467,18.0,26.0,0.6920000000000001,15.0,18.0,85.0,5.0,18.0,42.0,24.0,L,8.0,2020,15.0,25.0,marshall,73.0,,akron
110817,10.0,31.0,0.32299999999999995,14.0,4.0,2019-12-08,28.0,65.0,0.431,6.0,9.0,0.667,11.0,Toledo,9.0,26.0,0.34600000000000003,16.0,2.0,25.0,62.0,0.40299999999999997,23.0,33.0,0.6970000000000001,14.0,9.0,82.0,11.0,11.0,39.0,20.0,L,8.0,2020,17.0,35.0,marshall,72.0,@,toledo
110819,10.0,27.0,0.37,17.0,4.0,2019-12-16,30.0,66.0,0.455,19.0,24.0,0.792,14.0,Morehead State,4.0,17.0,0.235,13.0,7.0,19.0,50.0,0.38,20.0,33.0,0.606,8.0,17.0,62.0,4.0,18.0,31.0,22.0,W,11.0,2020,11.0,40.0,marshall,89.0,@,morehead-state
110820,9.0,26.0,0.34600000000000003,16.0,3.0,2019-12-19,32.0,69.0,0.46399999999999997,17.0,24.0,0.708,17.0,Eastern Kentucky,6.0,21.0,0.28600000000000003,7.0,5.0,23.0,64.0,0.359,20.0,32.0,0.625,13.0,22.0,72.0,12.0,22.0,37.0,19.0,W,11.0,2020,22.0,49.0,marshall,90.0,,eastern-kentucky
110821,7.0,24.0,0.292,7.0,3.0,2019-12-22,29.0,64.0,0.45299999999999996,15.0,21.0,0.7140000000000001,7.0,Northern Iowa,9.0,18.0,0.5,11.0,3.0,26.0,52.0,0.5,27.0,33.0,0.818,7.0,17.0,88.0,6.0,16.0,35.0,21.0,L,12.0,2020,10.0,26.0,marshall,80.0,@,northern-iowa
110822,8.0,18.0,0.444,18.0,8.0,2019-12-29,35.0,68.0,0.515,5.0,8.0,0.625,11.0,Duquesne,3.0,16.0,0.188,7.0,6.0,23.0,68.0,0.33799999999999997,12.0,16.0,0.75,15.0,7.0,61.0,8.0,14.0,36.0,14.0,W,10.0,2020,15.0,40.0,marshall,83.0,N,duquesne
110823,8.0,23.0,0.348,22.0,10.0,2020-01-02,35.0,60.0,0.583,11.0,21.0,0.524,9.0,Rice,6.0,21.0,0.28600000000000003,6.0,0.0,22.0,59.0,0.373,19.0,25.0,0.76,3.0,15.0,69.0,10.0,16.0,22.0,19.0,W,9.0,2020,17.0,40.0,marshall,89.0,,rice
110824,6.0,20.0,0.3,10.0,7.0,2020-01-04,21.0,53.0,0.396,16.0,22.0,0.727,12.0,North Texas,5.0,13.0,0.385,8.0,3.0,24.0,49.0,0.49,14.0,20.0,0.7,8.0,15.0,67.0,11.0,18.0,26.0,19.0,L,11.0,2020,17.0,30.0,marshall,64.0,,north-texas
110825,8.0,18.0,0.444,16.0,5.0,2020-01-09,31.0,64.0,0.484,9.0,17.0,0.529,11.0,Middle Tennessee,11.0,30.0,0.3670000000000001,13.0,6.0,29.0,73.0,0.397,6.0,12.0,0.5,16.0,13.0,75.0,10.0,10.0,40.0,13.0,W,6.0,2020,14.0,38.0,marshall,79.0,@,middle-tennessee
110826,4.0,26.0,0.154,7.0,2.0,2020-01-11,20.0,60.0,0.33299999999999996,6.0,7.0,0.857,5.0,Alabama-Birmingham,1.0,7.0,0.14300000000000002,1.0,5.0,20.0,48.0,0.41700000000000004,20.0,31.0,0.645,14.0,12.0,61.0,8.0,20.0,47.0,26.0,L,11.0,2020,14.0,26.0,marshall,50.0,@,alabama-birmingham
110827,6.0,22.0,0.273,11.0,2.0,2020-01-16,26.0,61.0,0.426,17.0,27.0,0.63,11.0,Charlotte,5.0,12.0,0.41700000000000004,7.0,2.0,25.0,46.0,0.5429999999999999,22.0,34.0,0.647,5.0,19.0,77.0,10.0,16.0,30.0,23.0,L,9.0,2020,14.0,32.0,marshall,75.0,,charlotte
110828,5.0,22.0,0.22699999999999998,8.0,6.0,2020-01-18,23.0,57.0,0.40399999999999997,17.0,24.0,0.708,11.0,Old Dominion,5.0,20.0,0.25,7.0,3.0,22.0,65.0,0.33799999999999997,18.0,20.0,0.9,22.0,16.0,67.0,5.0,14.0,48.0,15.0,W,5.0,2020,8.0,31.0,marshall,68.0,,old-dominion
110829,6.0,19.0,0.316,11.0,7.0,2020-01-22,24.0,53.0,0.45299999999999996,6.0,8.0,0.75,10.0,Western Kentucky,8.0,21.0,0.381,9.0,4.0,22.0,55.0,0.4,12.0,15.0,0.8,7.0,9.0,64.0,12.0,14.0,25.0,14.0,L,7.0,2020,19.0,33.0,marshall,60.0,,western-kentucky
110830,10.0,28.0,0.35700000000000004,19.0,1.0,2020-01-25,31.0,66.0,0.47,12.0,16.0,0.75,13.0,Western Kentucky,10.0,23.0,0.435,12.0,2.0,32.0,63.0,0.508,17.0,22.0,0.773,10.0,15.0,91.0,6.0,8.0,30.0,23.0,L,4.0,2020,16.0,33.0,marshall,84.0,@,western-kentucky
110831,5.0,23.0,0.217,16.0,5.0,2020-01-30,34.0,67.0,0.507,11.0,16.0,0.688,8.0,Florida International,8.0,25.0,0.32,10.0,4.0,26.0,68.0,0.382,14.0,20.0,0.7,15.0,14.0,74.0,10.0,17.0,43.0,15.0,W,10.0,2020,12.0,32.0,marshall,84.0,@,florida-international
110832,10.0,31.0,0.32299999999999995,10.0,2.0,2020-02-01,25.0,69.0,0.36200000000000004,13.0,18.0,0.722,8.0,Florida Atlantic,8.0,22.0,0.364,13.0,1.0,35.0,69.0,0.507,13.0,20.0,0.65,7.0,16.0,91.0,8.0,15.0,43.0,19.0,L,7.0,2020,16.0,39.0,marshall,73.0,@,florida-atlantic
110833,10.0,35.0,0.28600000000000003,13.0,4.0,2020-02-06,28.0,70.0,0.4,6.0,10.0,0.6,14.0,Southern Miss,4.0,11.0,0.364,12.0,5.0,24.0,57.0,0.42100000000000004,6.0,7.0,0.857,6.0,10.0,58.0,3.0,15.0,34.0,11.0,W,9.0,2020,9.0,41.0,marshall,72.0,,southern-mississippi
110834,13.0,32.0,0.406,14.0,5.0,2020-02-08,31.0,65.0,0.47700000000000004,8.0,18.0,0.444,8.0,Louisiana Tech,6.0,22.0,0.273,10.0,1.0,27.0,59.0,0.45799999999999996,19.0,29.0,0.655,9.0,16.0,79.0,12.0,17.0,39.0,22.0,W (1 OT),6.0,2020,14.0,31.0,marshall,83.0,,louisiana-tech
110835,6.0,28.0,0.214,10.0,11.0,2020-02-13,23.0,69.0,0.33299999999999996,11.0,19.0,0.579,11.0,UTSA,3.0,26.0,0.115,10.0,2.0,24.0,80.0,0.3,21.0,26.0,0.8079999999999999,23.0,17.0,72.0,6.0,12.0,59.0,23.0,L,5.0,2020,11.0,41.0,marshall,63.0,@,texas-san-antonio
110836,12.0,31.0,0.387,17.0,4.0,2020-02-15,25.0,59.0,0.424,9.0,12.0,0.75,9.0,UTEP,5.0,20.0,0.25,9.0,1.0,21.0,60.0,0.35,14.0,21.0,0.667,11.0,14.0,61.0,8.0,17.0,36.0,22.0,W,3.0,2020,18.0,39.0,marshall,71.0,@,texas-el-paso
110837,11.0,30.0,0.3670000000000001,15.0,11.0,2020-02-22,24.0,67.0,0.358,15.0,23.0,0.652,13.0,Old Dominion,11.0,22.0,0.5,10.0,0.0,21.0,64.0,0.32799999999999996,13.0,20.0,0.65,14.0,22.0,66.0,10.0,14.0,49.0,14.0,W,7.0,2020,13.0,42.0,marshall,74.0,,old-dominion
110838,12.0,28.0,0.429,17.0,3.0,2020-02-27,29.0,67.0,0.433,10.0,18.0,0.556,5.0,Alabama-Birmingham,4.0,11.0,0.364,12.0,1.0,31.0,64.0,0.484,22.0,34.0,0.647,13.0,17.0,88.0,8.0,14.0,49.0,23.0,L,11.0,2020,11.0,30.0,marshall,80.0,@,alabama-birmingham
110839,12.0,22.0,0.545,20.0,7.0,2020-03-04,31.0,58.0,0.534,20.0,27.0,0.741,6.0,Florida Atlantic,8.0,27.0,0.29600000000000004,10.0,4.0,30.0,73.0,0.41100000000000003,14.0,22.0,0.636,14.0,24.0,82.0,8.0,10.0,38.0,20.0,W,2.0,2020,17.0,33.0,marshall,94.0,,florida-atlantic
110840,9.0,28.0,0.321,21.0,3.0,2020-03-07,28.0,65.0,0.431,17.0,22.0,0.773,7.0,UTSA,12.0,29.0,0.414,12.0,2.0,24.0,68.0,0.353,17.0,23.0,0.7390000000000001,9.0,21.0,77.0,9.0,13.0,39.0,22.0,W,6.0,2020,14.0,42.0,marshall,82.0,@,texas-san-antonio
110841,4.0,15.0,0.267,18.0,8.0,2020-03-11,29.0,63.0,0.46,24.0,29.0,0.828,6.0,UTEP,10.0,25.0,0.4,19.0,10.0,26.0,70.0,0.371,16.0,24.0,0.667,10.0,21.0,78.0,2.0,9.0,39.0,18.0,W,5.0,2020,6.0,41.0,marshall,86.0,N,texas-el-paso
110842,8.0,24.0,0.33299999999999996,12.0,3.0,2019-11-05,23.0,64.0,0.359,14.0,23.0,0.609,11.0,Kansas,4.0,9.0,0.444,13.0,5.0,23.0,50.0,0.46,16.0,26.0,0.615,10.0,20.0,66.0,11.0,26.0,40.0,17.0,W,11.0,2020,16.0,30.0,duke,68.0,N,kansas
110843,4.0,22.0,0.182,14.0,6.0,2019-11-08,37.0,69.0,0.536,11.0,18.0,0.611,8.0,Colorado State,5.0,21.0,0.23800000000000002,5.0,0.0,18.0,55.0,0.327,14.0,22.0,0.636,6.0,17.0,55.0,5.0,17.0,32.0,19.0,W,12.0,2020,9.0,40.0,duke,89.0,,colorado-state
110844,9.0,18.0,0.5,18.0,7.0,2019-11-12,42.0,74.0,0.568,12.0,14.0,0.857,10.0,Central Arkansas,3.0,15.0,0.2,8.0,4.0,18.0,51.0,0.353,15.0,24.0,0.625,4.0,17.0,54.0,4.0,21.0,26.0,21.0,W,14.0,2020,12.0,42.0,duke,105.0,,central-arkansas
110845,7.0,28.0,0.25,13.0,6.0,2019-11-15,25.0,73.0,0.342,17.0,29.0,0.586,26.0,Georgia State,5.0,12.0,0.41700000000000004,12.0,9.0,25.0,60.0,0.41700000000000004,8.0,11.0,0.727,5.0,24.0,63.0,11.0,16.0,29.0,12.0,W,10.0,2020,15.0,54.0,duke,74.0,,georgia-state
110846,10.0,27.0,0.37,16.0,6.0,2019-11-21,27.0,65.0,0.415,23.0,31.0,0.742,21.0,California,4.0,10.0,0.4,9.0,3.0,19.0,52.0,0.365,10.0,14.0,0.7140000000000001,7.0,27.0,52.0,3.0,13.0,26.0,16.0,W,5.0,2020,9.0,48.0,duke,87.0,N,california
110847,6.0,13.0,0.462,15.0,4.0,2019-11-22,27.0,65.0,0.415,21.0,29.0,0.7240000000000001,15.0,Georgetown,6.0,16.0,0.375,16.0,12.0,28.0,55.0,0.509,11.0,18.0,0.611,5.0,30.0,73.0,9.0,24.0,26.0,21.0,W,8.0,2020,21.0,34.0,duke,81.0,N,georgetown
110848,5.0,15.0,0.33299999999999996,21.0,14.0,2019-11-26,27.0,54.0,0.5,24.0,40.0,0.6,10.0,Stephen F. Austin,2.0,10.0,0.2,17.0,2.0,36.0,74.0,0.486,11.0,17.0,0.647,8.0,29.0,85.0,13.0,14.0,28.0,18.0,L (1 OT),8.0,2020,20.0,35.0,duke,83.0,,stephen-f-austin
110849,7.0,12.0,0.583,15.0,4.0,2019-11-29,30.0,57.0,0.526,16.0,22.0,0.727,8.0,Winthrop,6.0,21.0,0.28600000000000003,14.0,2.0,29.0,66.0,0.439,6.0,13.0,0.462,11.0,19.0,70.0,7.0,13.0,31.0,15.0,W,9.0,2020,16.0,34.0,duke,83.0,,winthrop
110850,7.0,15.0,0.467,22.0,11.0,2019-12-03,32.0,57.0,0.561,16.0,22.0,0.727,6.0,Michigan State,4.0,16.0,0.25,21.0,6.0,28.0,62.0,0.452,15.0,23.0,0.652,10.0,15.0,75.0,7.0,14.0,31.0,21.0,W,10.0,2020,14.0,33.0,duke,87.0,@,michigan-state
110851,7.0,26.0,0.26899999999999996,14.0,4.0,2019-12-06,30.0,63.0,0.47600000000000003,10.0,10.0,1.0,8.0,Virginia Tech,5.0,20.0,0.25,12.0,2.0,27.0,56.0,0.48200000000000004,4.0,6.0,0.667,7.0,6.0,63.0,2.0,14.0,31.0,11.0,W,8.0,2020,7.0,32.0,duke,77.0,@,virginia-tech
110852,8.0,20.0,0.4,19.0,6.0,2019-12-19,32.0,59.0,0.542,14.0,18.0,0.778,15.0,Wofford,10.0,24.0,0.41700000000000004,11.0,0.0,22.0,62.0,0.355,3.0,5.0,0.6,9.0,19.0,57.0,4.0,7.0,21.0,13.0,W,4.0,2020,8.0,42.0,duke,86.0,,wofford
110853,2.0,16.0,0.125,15.0,9.0,2019-12-28,30.0,68.0,0.441,13.0,16.0,0.813,14.0,Brown,6.0,19.0,0.316,11.0,2.0,18.0,53.0,0.34,8.0,18.0,0.444,9.0,18.0,50.0,5.0,17.0,29.0,16.0,W,13.0,2020,11.0,38.0,duke,75.0,,brown
