,3P,3PA,3PPct,AST,BLK,Date,FG,FGA,FGPct,FT,FTA,FTPct,ORB,Opp,Opp3P,Opp3PA,Opp3PPct,OppAST,OppBLK,OppFG,OppFGA,OppFGPct,OppFT,OppFTA,OppFTPct,OppORB,OppPF,OppPts,OppSTL,OppTOV,OppTRB,PF,Result,STL,Season,TOV,TRB,Team,TmPts,loc,OppLC
103344,2.0,17.0,0.11800000000000001,6.0,1.0,2020-02-29,14.0,50.0,0.28,17.0,26.0,0.654,8.0,American,10.0,18.0,0.556,19.0,4.0,32.0,62.0,0.516,16.0,19.0,0.8420000000000001,10.0,21.0,90.0,15.0,11.0,39.0,16.0,L,5.0,2020,20.0,26.0,holy-cross,47.0,,american
103345,5.0,18.0,0.278,15.0,5.0,2020-03-03,25.0,50.0,0.5,7.0,12.0,0.583,8.0,Bucknell,7.0,18.0,0.389,13.0,3.0,25.0,56.0,0.446,8.0,15.0,0.5329999999999999,5.0,10.0,65.0,11.0,11.0,25.0,14.0,L,4.0,2020,23.0,36.0,holy-cross,62.0,@,bucknell
103346,9.0,27.0,0.33299999999999996,18.0,7.0,2019-11-05,31.0,64.0,0.484,8.0,17.0,0.47100000000000003,10.0,UMass-Lowell,5.0,18.0,0.278,10.0,0.0,23.0,60.0,0.38299999999999995,13.0,20.0,0.65,11.0,20.0,64.0,7.0,18.0,36.0,19.0,W,11.0,2020,9.0,30.0,massachusetts,79.0,,massachusetts-lowell
103347,6.0,16.0,0.375,10.0,1.0,2019-11-09,23.0,48.0,0.479,10.0,17.0,0.588,4.0,Fairfield,6.0,17.0,0.353,13.0,1.0,21.0,50.0,0.42,12.0,16.0,0.75,6.0,17.0,60.0,8.0,10.0,32.0,16.0,W,6.0,2020,10.0,29.0,massachusetts,62.0,@,fairfield
103348,13.0,27.0,0.48100000000000004,16.0,3.0,2019-11-12,27.0,57.0,0.474,13.0,17.0,0.765,6.0,Northeastern,8.0,25.0,0.32,18.0,0.0,28.0,58.0,0.483,7.0,8.0,0.875,6.0,17.0,71.0,6.0,13.0,30.0,13.0,W,10.0,2020,7.0,25.0,massachusetts,80.0,,northeastern
103349,10.0,22.0,0.455,15.0,6.0,2019-11-16,32.0,61.0,0.525,15.0,21.0,0.7140000000000001,11.0,Central Connecticut,4.0,14.0,0.28600000000000003,10.0,4.0,16.0,48.0,0.33299999999999996,7.0,12.0,0.583,6.0,20.0,43.0,7.0,23.0,24.0,16.0,W,13.0,2020,11.0,37.0,massachusetts,89.0,,central-connecticut-state
103350,11.0,22.0,0.5,20.0,3.0,2019-11-20,29.0,54.0,0.537,13.0,24.0,0.542,6.0,Rider,4.0,17.0,0.235,18.0,3.0,25.0,64.0,0.391,18.0,30.0,0.6,17.0,22.0,72.0,1.0,12.0,39.0,19.0,W,4.0,2020,9.0,29.0,massachusetts,82.0,,rider
103351,5.0,26.0,0.192,4.0,0.0,2019-11-23,15.0,50.0,0.3,11.0,13.0,0.846,4.0,Virginia,2.0,14.0,0.14300000000000002,9.0,1.0,22.0,52.0,0.423,12.0,14.0,0.857,9.0,14.0,58.0,7.0,10.0,39.0,14.0,L,5.0,2020,11.0,25.0,massachusetts,46.0,N,virginia
103352,9.0,31.0,0.29,10.0,2.0,2019-11-24,19.0,58.0,0.32799999999999996,16.0,23.0,0.696,13.0,St. John's (NY),6.0,19.0,0.316,13.0,3.0,28.0,63.0,0.444,16.0,27.0,0.593,12.0,22.0,78.0,13.0,12.0,39.0,25.0,L,6.0,2020,17.0,39.0,massachusetts,63.0,N,st-johns-ny
103353,7.0,23.0,0.304,8.0,2.0,2019-11-29,22.0,61.0,0.361,6.0,12.0,0.5,8.0,Rutgers,3.0,13.0,0.231,12.0,5.0,31.0,58.0,0.534,17.0,24.0,0.708,9.0,18.0,82.0,11.0,14.0,37.0,20.0,L,5.0,2020,19.0,29.0,massachusetts,57.0,@,rutgers
103354,10.0,23.0,0.435,16.0,4.0,2019-12-04,23.0,49.0,0.469,24.0,34.0,0.706,7.0,South Carolina,2.0,10.0,0.2,22.0,2.0,33.0,60.0,0.55,16.0,26.0,0.615,9.0,26.0,84.0,9.0,15.0,28.0,24.0,L,7.0,2020,19.0,28.0,massachusetts,80.0,,south-carolina
103355,3.0,19.0,0.158,5.0,2.0,2019-12-07,19.0,58.0,0.32799999999999996,14.0,19.0,0.737,15.0,Harvard,8.0,19.0,0.42100000000000004,15.0,4.0,32.0,55.0,0.5820000000000001,17.0,20.0,0.85,12.0,19.0,89.0,7.0,18.0,39.0,16.0,L,5.0,2020,14.0,25.0,massachusetts,55.0,@,harvard
103356,12.0,27.0,0.444,20.0,6.0,2019-12-11,32.0,66.0,0.485,4.0,4.0,1.0,5.0,Yale,11.0,27.0,0.40700000000000003,26.0,3.0,34.0,64.0,0.531,4.0,6.0,0.667,6.0,11.0,83.0,6.0,15.0,31.0,12.0,L (1 OT),10.0,2020,15.0,27.0,massachusetts,80.0,,yale
103357,11.0,29.0,0.379,19.0,2.0,2019-12-20,29.0,65.0,0.446,5.0,7.0,0.7140000000000001,7.0,Maine,4.0,16.0,0.25,12.0,4.0,19.0,48.0,0.396,11.0,18.0,0.611,7.0,11.0,53.0,11.0,21.0,32.0,17.0,W,13.0,2020,13.0,29.0,massachusetts,74.0,,maine
103358,10.0,30.0,0.33299999999999996,11.0,4.0,2019-12-30,28.0,71.0,0.39399999999999996,13.0,19.0,0.684,13.0,Akron,9.0,24.0,0.375,19.0,1.0,27.0,60.0,0.45,22.0,29.0,0.759,13.0,17.0,85.0,3.0,16.0,43.0,26.0,L,8.0,2020,12.0,36.0,massachusetts,79.0,@,akron
103359,7.0,24.0,0.292,9.0,3.0,2020-01-05,27.0,66.0,0.409,19.0,24.0,0.792,15.0,Saint Louis,2.0,12.0,0.16699999999999998,19.0,4.0,35.0,71.0,0.493,11.0,19.0,0.579,14.0,23.0,83.0,9.0,23.0,39.0,21.0,L (1 OT),11.0,2020,24.0,38.0,massachusetts,80.0,@,saint-louis
103360,9.0,16.0,0.563,17.0,2.0,2020-01-08,24.0,49.0,0.49,20.0,30.0,0.667,4.0,La Salle,6.0,27.0,0.222,12.0,1.0,26.0,65.0,0.4,11.0,17.0,0.647,11.0,24.0,69.0,9.0,15.0,36.0,18.0,W,8.0,2020,15.0,30.0,massachusetts,77.0,,la-salle
103361,8.0,21.0,0.381,9.0,5.0,2020-01-11,20.0,52.0,0.385,12.0,15.0,0.8,5.0,Dayton,5.0,19.0,0.263,17.0,2.0,36.0,70.0,0.514,11.0,16.0,0.688,10.0,14.0,88.0,12.0,11.0,38.0,15.0,L,4.0,2020,20.0,29.0,massachusetts,60.0,@,dayton
103362,7.0,22.0,0.318,12.0,3.0,2020-01-15,20.0,53.0,0.377,14.0,19.0,0.737,4.0,St. Bonaventure,9.0,19.0,0.474,13.0,4.0,27.0,61.0,0.44299999999999995,11.0,15.0,0.733,9.0,17.0,74.0,8.0,6.0,32.0,15.0,L,2.0,2020,9.0,26.0,massachusetts,61.0,N,st-bonaventure
103363,5.0,24.0,0.20800000000000002,10.0,5.0,2020-01-18,20.0,55.0,0.364,6.0,11.0,0.545,6.0,George Washington,7.0,15.0,0.467,12.0,0.0,25.0,49.0,0.51,18.0,19.0,0.9470000000000001,2.0,14.0,75.0,5.0,13.0,31.0,17.0,L,6.0,2020,11.0,26.0,massachusetts,51.0,,george-washington
103364,10.0,27.0,0.37,12.0,6.0,2020-01-22,21.0,54.0,0.389,11.0,18.0,0.611,3.0,George Mason,3.0,13.0,0.231,8.0,2.0,23.0,60.0,0.38299999999999995,24.0,29.0,0.828,12.0,16.0,73.0,7.0,8.0,44.0,28.0,L,4.0,2020,11.0,29.0,massachusetts,63.0,@,george-mason
103365,4.0,24.0,0.16699999999999998,14.0,2.0,2020-01-25,21.0,60.0,0.35,27.0,35.0,0.7709999999999999,16.0,Duquesne,7.0,23.0,0.304,13.0,2.0,22.0,60.0,0.3670000000000001,13.0,25.0,0.52,10.0,25.0,64.0,4.0,10.0,33.0,20.0,W,6.0,2020,12.0,49.0,massachusetts,73.0,,duquesne
103366,6.0,16.0,0.375,26.0,1.0,2020-01-29,38.0,60.0,0.633,9.0,13.0,0.6920000000000001,3.0,St. Joseph's,9.0,25.0,0.36,14.0,2.0,28.0,57.0,0.491,11.0,18.0,0.611,10.0,18.0,76.0,5.0,16.0,26.0,21.0,W,6.0,2020,9.0,19.0,massachusetts,91.0,,saint-josephs
103367,4.0,16.0,0.25,8.0,1.0,2020-02-01,20.0,58.0,0.345,6.0,11.0,0.545,11.0,Davidson,11.0,17.0,0.647,20.0,0.0,31.0,43.0,0.721,12.0,16.0,0.75,3.0,13.0,85.0,6.0,15.0,29.0,15.0,L,3.0,2020,12.0,23.0,massachusetts,50.0,@,davidson
103368,4.0,19.0,0.21100000000000002,10.0,2.0,2020-02-04,29.0,61.0,0.475,5.0,7.0,0.7140000000000001,7.0,Rhode Island,5.0,14.0,0.35700000000000004,11.0,5.0,26.0,55.0,0.473,16.0,24.0,0.667,9.0,14.0,73.0,7.0,11.0,32.0,16.0,L,4.0,2020,12.0,25.0,massachusetts,67.0,@,rhode-island
103369,2.0,14.0,0.14300000000000002,12.0,1.0,2020-02-09,29.0,56.0,0.518,9.0,14.0,0.643,10.0,George Mason,5.0,14.0,0.35700000000000004,11.0,4.0,21.0,44.0,0.47700000000000004,20.0,27.0,0.741,9.0,18.0,67.0,9.0,21.0,24.0,22.0,W,13.0,2020,19.0,27.0,massachusetts,69.0,,george-mason
103370,4.0,20.0,0.2,15.0,2.0,2020-02-15,24.0,63.0,0.381,11.0,16.0,0.688,9.0,Dayton,7.0,13.0,0.5379999999999999,18.0,0.0,27.0,51.0,0.529,10.0,17.0,0.588,4.0,21.0,71.0,5.0,17.0,31.0,18.0,L,8.0,2020,9.0,28.0,massachusetts,63.0,,dayton
103371,9.0,27.0,0.33299999999999996,18.0,6.0,2020-02-18,27.0,58.0,0.466,4.0,5.0,0.8,7.0,Saint Louis,5.0,11.0,0.455,15.0,3.0,26.0,52.0,0.5,6.0,11.0,0.545,7.0,15.0,63.0,7.0,14.0,30.0,14.0,W,5.0,2020,10.0,26.0,massachusetts,67.0,,saint-louis
103372,5.0,25.0,0.2,11.0,2.0,2020-02-22,20.0,61.0,0.32799999999999996,12.0,14.0,0.857,11.0,Fordham,6.0,28.0,0.214,12.0,2.0,18.0,58.0,0.31,7.0,12.0,0.583,4.0,17.0,49.0,4.0,10.0,29.0,18.0,W,7.0,2020,8.0,43.0,massachusetts,57.0,@,fordham
103373,7.0,19.0,0.368,12.0,5.0,2020-02-26,21.0,49.0,0.429,11.0,17.0,0.647,5.0,VCU,5.0,17.0,0.294,10.0,3.0,18.0,57.0,0.316,11.0,14.0,0.7859999999999999,8.0,15.0,52.0,5.0,9.0,33.0,15.0,W,6.0,2020,13.0,35.0,massachusetts,60.0,,virginia-commonwealth
103374,9.0,22.0,0.409,16.0,2.0,2020-02-29,26.0,64.0,0.406,10.0,15.0,0.667,6.0,Richmond,10.0,24.0,0.41700000000000004,18.0,1.0,32.0,58.0,0.552,21.0,23.0,0.9129999999999999,7.0,20.0,95.0,7.0,12.0,42.0,21.0,L,3.0,2020,10.0,26.0,massachusetts,71.0,@,richmond
103375,10.0,28.0,0.35700000000000004,15.0,5.0,2020-03-04,24.0,51.0,0.47100000000000003,17.0,20.0,0.85,4.0,La Salle,7.0,23.0,0.304,13.0,2.0,21.0,56.0,0.375,15.0,20.0,0.75,8.0,18.0,64.0,11.0,13.0,26.0,16.0,W,8.0,2020,13.0,27.0,massachusetts,75.0,@,la-salle
103376,9.0,29.0,0.31,14.0,4.0,2020-03-07,18.0,48.0,0.375,18.0,21.0,0.857,6.0,Rhode Island,4.0,13.0,0.308,16.0,0.0,25.0,55.0,0.455,10.0,18.0,0.556,10.0,23.0,64.0,4.0,9.0,33.0,19.0,L,4.0,2020,9.0,27.0,massachusetts,63.0,,rhode-island
103377,7.0,22.0,0.318,20.0,4.0,2019-11-09,26.0,65.0,0.4,11.0,20.0,0.55,13.0,Iona,8.0,40.0,0.2,13.0,6.0,21.0,70.0,0.3,14.0,20.0,0.7,14.0,23.0,64.0,10.0,17.0,42.0,23.0,W (1 OT),8.0,2020,17.0,46.0,la-salle,70.0,,iona
103378,3.0,14.0,0.214,5.0,4.0,2019-11-13,24.0,56.0,0.429,8.0,12.0,0.667,3.0,Penn,7.0,28.0,0.25,13.0,3.0,28.0,69.0,0.406,12.0,16.0,0.75,13.0,9.0,75.0,8.0,15.0,42.0,15.0,L,9.0,2020,16.0,26.0,la-salle,59.0,@,pennsylvania
103379,15.0,37.0,0.405,17.0,5.0,2019-11-16,23.0,63.0,0.365,4.0,9.0,0.444,11.0,Temple,7.0,21.0,0.33299999999999996,12.0,6.0,21.0,56.0,0.375,21.0,29.0,0.7240000000000001,14.0,13.0,70.0,12.0,14.0,35.0,23.0,L,8.0,2020,17.0,32.0,la-salle,65.0,,temple
103380,13.0,28.0,0.46399999999999997,13.0,5.0,2019-11-25,24.0,47.0,0.511,14.0,23.0,0.609,6.0,Murray State,4.0,20.0,0.2,11.0,1.0,26.0,60.0,0.433,8.0,13.0,0.615,4.0,18.0,64.0,7.0,9.0,25.0,16.0,W,5.0,2020,15.0,30.0,la-salle,75.0,N,murray-state
103381,9.0,21.0,0.429,12.0,0.0,2019-11-26,27.0,60.0,0.45,9.0,14.0,0.643,6.0,Wright State,9.0,27.0,0.33299999999999996,11.0,3.0,22.0,55.0,0.4,17.0,29.0,0.586,7.0,18.0,70.0,9.0,12.0,32.0,27.0,W,3.0,2020,16.0,31.0,la-salle,72.0,N,wright-state
103382,9.0,23.0,0.391,9.0,4.0,2019-11-27,26.0,54.0,0.48100000000000004,20.0,24.0,0.833,5.0,South Alabama,6.0,20.0,0.3,8.0,6.0,24.0,56.0,0.429,22.0,29.0,0.759,3.0,22.0,76.0,10.0,13.0,26.0,18.0,W (1 OT),6.0,2020,15.0,34.0,la-salle,81.0,N,south-alabama
103383,11.0,26.0,0.423,16.0,6.0,2019-12-01,26.0,66.0,0.39399999999999996,9.0,13.0,0.6920000000000001,9.0,Villanova,6.0,16.0,0.375,16.0,8.0,27.0,55.0,0.491,23.0,30.0,0.767,10.0,16.0,83.0,12.0,18.0,35.0,24.0,L,8.0,2020,17.0,28.0,la-salle,72.0,@,villanova
103384,6.0,21.0,0.28600000000000003,14.0,5.0,2019-12-07,28.0,58.0,0.483,9.0,15.0,0.6,10.0,Drexel,3.0,11.0,0.273,11.0,3.0,21.0,61.0,0.344,18.0,24.0,0.75,13.0,19.0,63.0,7.0,15.0,33.0,21.0,W,7.0,2020,16.0,35.0,la-salle,71.0,@,drexel
103385,12.0,33.0,0.364,17.0,4.0,2019-12-14,26.0,58.0,0.44799999999999995,21.0,27.0,0.778,8.0,Morgan State,3.0,16.0,0.188,7.0,1.0,26.0,58.0,0.44799999999999995,13.0,18.0,0.722,8.0,19.0,68.0,3.0,16.0,36.0,20.0,W,10.0,2020,7.0,31.0,la-salle,85.0,,morgan-state
103386,9.0,29.0,0.31,13.0,3.0,2019-12-18,20.0,53.0,0.377,25.0,36.0,0.6940000000000001,9.0,Wagner,7.0,23.0,0.304,10.0,3.0,19.0,58.0,0.32799999999999996,15.0,22.0,0.682,8.0,26.0,60.0,6.0,11.0,34.0,17.0,W,6.0,2020,11.0,40.0,la-salle,74.0,,wagner
103387,2.0,19.0,0.105,12.0,2.0,2019-12-21,23.0,59.0,0.39,18.0,23.0,0.7829999999999999,11.0,Fairleigh Dickinson,6.0,21.0,0.28600000000000003,11.0,5.0,23.0,61.0,0.377,6.0,13.0,0.462,7.0,16.0,58.0,7.0,11.0,31.0,14.0,W,6.0,2020,12.0,40.0,la-salle,66.0,,fairleigh-dickinson
103388,7.0,19.0,0.368,13.0,4.0,2019-12-28,25.0,53.0,0.47200000000000003,14.0,23.0,0.609,5.0,Bucknell,5.0,19.0,0.263,7.0,1.0,18.0,51.0,0.353,18.0,18.0,1.0,4.0,22.0,59.0,11.0,22.0,32.0,21.0,W,13.0,2020,16.0,27.0,la-salle,71.0,,bucknell
103389,3.0,17.0,0.17600000000000002,12.0,7.0,2020-01-02,23.0,66.0,0.348,9.0,11.0,0.818,12.0,Dayton,5.0,15.0,0.33299999999999996,22.0,8.0,31.0,58.0,0.534,17.0,20.0,0.85,8.0,14.0,84.0,9.0,14.0,32.0,19.0,L,5.0,2020,16.0,27.0,la-salle,58.0,,dayton
103390,10.0,24.0,0.41700000000000004,13.0,6.0,2020-01-05,22.0,46.0,0.478,12.0,15.0,0.8,7.0,Fordham,6.0,21.0,0.28600000000000003,9.0,3.0,21.0,53.0,0.396,12.0,19.0,0.632,8.0,16.0,60.0,11.0,11.0,25.0,18.0,W,9.0,2020,19.0,33.0,la-salle,66.0,@,fordham
103391,6.0,27.0,0.222,12.0,1.0,2020-01-08,26.0,65.0,0.4,11.0,17.0,0.647,11.0,UMass,9.0,16.0,0.563,17.0,2.0,24.0,49.0,0.49,20.0,30.0,0.667,4.0,18.0,77.0,8.0,15.0,30.0,24.0,L,9.0,2020,15.0,36.0,la-salle,69.0,@,massachusetts
103392,8.0,21.0,0.381,14.0,1.0,2020-01-11,21.0,60.0,0.35,13.0,20.0,0.65,14.0,George Mason,8.0,21.0,0.381,11.0,6.0,25.0,52.0,0.48100000000000004,18.0,22.0,0.818,6.0,16.0,76.0,7.0,13.0,32.0,20.0,L,10.0,2020,16.0,34.0,la-salle,63.0,,george-mason
103393,8.0,21.0,0.381,13.0,3.0,2020-01-18,25.0,52.0,0.48100000000000004,5.0,11.0,0.455,7.0,Rhode Island,4.0,17.0,0.235,13.0,4.0,20.0,49.0,0.408,22.0,32.0,0.688,10.0,15.0,66.0,15.0,16.0,31.0,24.0,L,8.0,2020,21.0,30.0,la-salle,63.0,@,rhode-island
103394,7.0,29.0,0.24100000000000002,9.0,2.0,2020-01-22,19.0,58.0,0.32799999999999996,12.0,21.0,0.5710000000000001,10.0,Richmond,5.0,16.0,0.313,14.0,3.0,24.0,40.0,0.6,22.0,29.0,0.759,2.0,21.0,75.0,8.0,20.0,33.0,21.0,L,11.0,2020,14.0,29.0,la-salle,57.0,@,richmond
103395,12.0,30.0,0.4,17.0,4.0,2020-01-25,25.0,61.0,0.41,3.0,10.0,0.3,11.0,VCU,10.0,21.0,0.47600000000000003,17.0,4.0,26.0,56.0,0.46399999999999997,14.0,19.0,0.737,4.0,12.0,76.0,9.0,13.0,28.0,16.0,L,10.0,2020,15.0,34.0,la-salle,65.0,,virginia-commonwealth
103396,6.0,21.0,0.28600000000000003,14.0,4.0,2020-01-29,28.0,65.0,0.431,14.0,20.0,0.7,15.0,Saint Louis,8.0,17.0,0.47100000000000003,18.0,6.0,30.0,72.0,0.41700000000000004,9.0,17.0,0.529,17.0,21.0,77.0,8.0,8.0,40.0,15.0,L (1 OT),8.0,2020,14.0,39.0,la-salle,76.0,,saint-louis
103397,9.0,26.0,0.34600000000000003,16.0,1.0,2020-02-02,24.0,61.0,0.39299999999999996,12.0,21.0,0.5710000000000001,16.0,Duquesne,8.0,23.0,0.348,19.0,6.0,28.0,55.0,0.509,7.0,11.0,0.636,8.0,13.0,71.0,6.0,14.0,29.0,12.0,L,9.0,2020,13.0,36.0,la-salle,69.0,@,duquesne
103398,13.0,30.0,0.433,16.0,3.0,2020-02-08,27.0,60.0,0.45,16.0,24.0,0.667,14.0,St. Joseph's,6.0,25.0,0.24,13.0,2.0,21.0,58.0,0.36200000000000004,18.0,22.0,0.818,13.0,23.0,66.0,5.0,17.0,33.0,21.0,W,8.0,2020,12.0,34.0,la-salle,83.0,,saint-josephs
103399,9.0,31.0,0.29,10.0,1.0,2020-02-12,17.0,57.0,0.298,4.0,6.0,0.667,3.0,Richmond,4.0,19.0,0.21100000000000002,16.0,4.0,30.0,63.0,0.47600000000000003,10.0,16.0,0.625,10.0,10.0,74.0,10.0,13.0,43.0,14.0,L,8.0,2020,17.0,27.0,la-salle,47.0,,richmond
103400,9.0,26.0,0.34600000000000003,9.0,3.0,2020-02-15,21.0,53.0,0.396,18.0,26.0,0.6920000000000001,6.0,Saint Louis,4.0,13.0,0.308,16.0,3.0,28.0,53.0,0.528,24.0,36.0,0.667,11.0,22.0,84.0,8.0,15.0,35.0,30.0,L,9.0,2020,13.0,23.0,la-salle,69.0,@,saint-louis
103401,10.0,26.0,0.385,13.0,0.0,2020-02-19,19.0,50.0,0.38,10.0,20.0,0.5,10.0,Fordham,4.0,24.0,0.16699999999999998,10.0,1.0,14.0,40.0,0.35,17.0,23.0,0.7390000000000001,3.0,20.0,49.0,6.0,16.0,23.0,20.0,W,8.0,2020,15.0,34.0,la-salle,58.0,,fordham
103402,8.0,15.0,0.5329999999999999,11.0,1.0,2020-02-22,23.0,46.0,0.5,18.0,23.0,0.7829999999999999,2.0,George Washington,6.0,20.0,0.3,6.0,6.0,17.0,45.0,0.37799999999999995,22.0,32.0,0.688,7.0,21.0,62.0,8.0,11.0,28.0,24.0,W,7.0,2020,11.0,27.0,la-salle,72.0,@,george-washington
103403,2.0,16.0,0.125,6.0,2.0,2020-02-25,19.0,50.0,0.38,9.0,15.0,0.6,2.0,Davidson,6.0,19.0,0.316,14.0,2.0,22.0,50.0,0.44,24.0,33.0,0.727,6.0,18.0,74.0,9.0,9.0,37.0,24.0,L,5.0,2020,14.0,23.0,la-salle,49.0,@,davidson
103404,6.0,25.0,0.24,17.0,5.0,2020-02-29,22.0,55.0,0.4,23.0,31.0,0.742,7.0,St. Bonaventure,6.0,22.0,0.273,16.0,2.0,26.0,60.0,0.433,7.0,12.0,0.583,7.0,20.0,65.0,7.0,14.0,33.0,11.0,W,10.0,2020,10.0,35.0,la-salle,73.0,,st-bonaventure
103405,7.0,23.0,0.304,13.0,2.0,2020-03-04,21.0,56.0,0.375,15.0,20.0,0.75,8.0,UMass,10.0,28.0,0.35700000000000004,15.0,5.0,24.0,51.0,0.47100000000000003,17.0,20.0,0.85,4.0,16.0,75.0,8.0,13.0,27.0,18.0,L,11.0,2020,13.0,26.0,la-salle,64.0,,massachusetts
103406,4.0,14.0,0.28600000000000003,15.0,1.0,2020-03-07,31.0,65.0,0.47700000000000004,12.0,18.0,0.667,14.0,St. Joseph's,7.0,24.0,0.292,18.0,6.0,29.0,56.0,0.518,12.0,15.0,0.8,3.0,16.0,77.0,3.0,9.0,24.0,16.0,W,7.0,2020,9.0,35.0,la-salle,78.0,@,saint-josephs
103408,11.0,28.0,0.39299999999999996,16.0,2.0,2019-11-09,30.0,65.0,0.462,16.0,25.0,0.64,11.0,Holy Cross,10.0,22.0,0.455,15.0,1.0,26.0,56.0,0.46399999999999997,21.0,26.0,0.8079999999999999,5.0,23.0,83.0,2.0,12.0,32.0,18.0,W,7.0,2020,9.0,37.0,new-hampshire,87.0,,holy-cross
103409,8.0,24.0,0.33299999999999996,16.0,3.0,2019-11-12,22.0,58.0,0.379,9.0,18.0,0.5,8.0,St. John's (NY),7.0,18.0,0.389,16.0,6.0,28.0,71.0,0.39399999999999996,11.0,18.0,0.611,13.0,16.0,74.0,9.0,13.0,41.0,15.0,L,6.0,2020,14.0,34.0,new-hampshire,61.0,@,st-johns-ny
103410,10.0,22.0,0.455,17.0,1.0,2019-11-16,24.0,53.0,0.45299999999999996,12.0,16.0,0.75,5.0,Boston University,6.0,21.0,0.28600000000000003,13.0,1.0,31.0,57.0,0.544,16.0,24.0,0.667,7.0,16.0,84.0,7.0,9.0,30.0,20.0,L,2.0,2020,16.0,29.0,new-hampshire,70.0,@,boston-university
103411,11.0,27.0,0.40700000000000003,19.0,3.0,2019-11-19,27.0,62.0,0.435,12.0,22.0,0.545,14.0,Central Connecticut,9.0,23.0,0.391,10.0,4.0,20.0,58.0,0.345,14.0,18.0,0.778,5.0,20.0,63.0,8.0,14.0,28.0,19.0,W,7.0,2020,16.0,48.0,new-hampshire,77.0,@,central-connecticut-state
103412,10.0,35.0,0.28600000000000003,10.0,2.0,2019-11-23,29.0,80.0,0.363,3.0,7.0,0.429,10.0,James Madison,9.0,29.0,0.31,10.0,3.0,24.0,61.0,0.39299999999999996,21.0,28.0,0.75,4.0,18.0,78.0,5.0,14.0,44.0,20.0,L,2.0,2020,9.0,43.0,new-hampshire,71.0,@,james-madison
103413,8.0,20.0,0.4,15.0,1.0,2019-11-26,32.0,69.0,0.46399999999999997,15.0,25.0,0.6,15.0,Bryant,8.0,30.0,0.267,14.0,7.0,30.0,78.0,0.385,8.0,15.0,0.5329999999999999,11.0,23.0,76.0,12.0,15.0,33.0,18.0,W (1 OT),7.0,2020,22.0,53.0,new-hampshire,87.0,,bryant
103414,10.0,28.0,0.35700000000000004,12.0,3.0,2019-11-30,27.0,58.0,0.466,5.0,12.0,0.41700000000000004,9.0,Florida International,7.0,27.0,0.259,9.0,3.0,26.0,61.0,0.426,11.0,16.0,0.688,9.0,19.0,70.0,12.0,15.0,31.0,15.0,L,4.0,2020,19.0,39.0,new-hampshire,69.0,@,florida-international
103416,12.0,39.0,0.308,14.0,1.0,2019-12-07,23.0,70.0,0.32899999999999996,9.0,12.0,0.75,14.0,Quinnipiac,8.0,17.0,0.47100000000000003,9.0,3.0,25.0,45.0,0.556,17.0,22.0,0.773,1.0,14.0,75.0,6.0,17.0,30.0,20.0,L,2.0,2020,12.0,37.0,new-hampshire,67.0,@,quinnipiac
103417,10.0,28.0,0.35700000000000004,17.0,3.0,2019-12-18,23.0,54.0,0.426,8.0,13.0,0.615,11.0,Marist,4.0,14.0,0.28600000000000003,4.0,4.0,21.0,59.0,0.35600000000000004,10.0,19.0,0.526,11.0,15.0,56.0,7.0,10.0,32.0,20.0,W,1.0,2020,15.0,36.0,new-hampshire,64.0,@,marist
103418,7.0,21.0,0.33299999999999996,11.0,1.0,2019-12-22,20.0,49.0,0.408,15.0,20.0,0.75,5.0,UConn,11.0,24.0,0.45799999999999996,16.0,2.0,30.0,55.0,0.545,17.0,25.0,0.68,7.0,19.0,88.0,4.0,10.0,32.0,19.0,L,2.0,2020,17.0,22.0,new-hampshire,62.0,@,connecticut
103419,8.0,25.0,0.32,11.0,1.0,2019-12-30,24.0,57.0,0.42100000000000004,14.0,19.0,0.737,2.0,Dartmouth,4.0,19.0,0.21100000000000002,7.0,0.0,19.0,60.0,0.317,14.0,21.0,0.667,7.0,19.0,56.0,3.0,10.0,38.0,18.0,W,6.0,2020,10.0,36.0,new-hampshire,70.0,,dartmouth
103420,6.0,39.0,0.154,12.0,2.0,2020-01-04,20.0,69.0,0.29,6.0,9.0,0.667,16.0,Hartford,5.0,17.0,0.294,10.0,3.0,21.0,51.0,0.41200000000000003,14.0,23.0,0.609,7.0,11.0,61.0,9.0,11.0,36.0,20.0,L,4.0,2020,11.0,41.0,new-hampshire,52.0,@,hartford
103421,8.0,25.0,0.32,11.0,0.0,2020-01-08,23.0,50.0,0.46,3.0,6.0,0.5,8.0,Maine,7.0,30.0,0.233,7.0,2.0,16.0,56.0,0.28600000000000003,12.0,19.0,0.632,7.0,14.0,51.0,9.0,11.0,23.0,17.0,W,5.0,2020,18.0,40.0,new-hampshire,57.0,,maine
103422,6.0,25.0,0.24,11.0,1.0,2020-01-11,16.0,67.0,0.239,10.0,17.0,0.588,13.0,Stony Brook,7.0,23.0,0.304,10.0,7.0,25.0,53.0,0.47200000000000003,16.0,25.0,0.64,4.0,20.0,73.0,9.0,16.0,36.0,19.0,L,8.0,2020,18.0,41.0,new-hampshire,48.0,@,stony-brook
